     ,ra       ,dec       ,parallax  ,parallax_er ,pmra      ,pmdec     ,photo_g_mean_mag ,photo_bp_mean_mag ,photo_rb_mean_mag
 727 ,69.27173 ,22.85712  , 21.05986 ,   0.125677 ,96.80446  ,-46.45884 ,       17.31645  ,        19.88678  ,15.88529
 728 ,64.22748 ,16.35681  , 21.06392 ,   0.01453  ,115.228   ,-25.82165 ,       13.19001  ,        14.58707  ,12.02802
 729 ,68.66689 ,15.20896  , 21.07507 ,   0.068174 ,103.1569  ,-35.85557 ,       11.54994  ,        12.57892  ,10.48762
 730 ,68.03366 ,17.66434  , 21.07528 ,   0.028105 ,99.88685  ,-30.65515 ,       13.97958  ,        15.53215  ,12.69486
 731 ,66.37294 ,17.92777  , 21.08651 ,   0.138147 ,107.316   ,-30.99986 ,        4.295662 ,         4.319416 , 4.234237
 732 ,71.90696 ,18.25858  , 21.08976 ,   0.043262 ,83.25197  ,-37.69736 ,        8.351739 ,         8.707622 , 7.822486
 733 ,65.15179 ,15.09536  , 21.08991 ,   0.119956 ,108.4433  ,-21.17076 ,        5.201929 ,         5.317568 , 5.001586
 734 ,67.51381 ,14.90357  , 21.09152 ,   0.021222 ,-18.68399 ,-36.37465 ,       11.68996  ,        12.61752  ,10.73402
 735 ,62.19513 ,11.67577  , 21.09286 ,   0.036103 ,-153.6013 ,-189.4524 ,       15.03588  ,        16.83529  ,13.76264
 736 ,72.76054 ,14.97119  , 21.09312 ,   0.390788 ,91.67669  ,-24.42309 ,       10.98731  ,        11.90826  ,10.03664
 737 ,65.22016 ,13.86437  , 21.09351 ,   0.032475 ,106.8826  ,-12.39952 ,        6.048008 ,         6.26902  , 5.671934
 738 ,62.15146 ,23.76842  , 21.10138 ,   0.017259 ,119.7383  ,-43.1973  ,        9.199288 ,         9.660944 , 8.57717
 739 ,66.40599 ,15.94091  , 21.10764 ,   0.496336 ,102.9501  ,-26.02621 ,        6.341617 ,         6.570867 , 5.926525
 740 ,65.33284 ,12.04386  , 21.1186  ,   0.060885 ,109.1551  ,-10.82298 ,       14.67415  ,        16.64955  ,13.35796
 741 ,64.46561 ,15.22706  , 21.12537 ,   0.027096 ,109.6523  ,-21.8646  ,       14.21825  ,        15.86376  ,12.98228
 742 ,67.31812 ,12.36029  , 21.13057 ,   0.020165 ,103.911   ,-11.81349 ,       13.44202  ,        14.9829   ,12.23705
 743 ,60.44331 ,10.77095  , 21.13118 ,   0.022004 ,-71.53146 ,-151.3948 ,       14.20839  ,        15.74028  ,13.00209
 744 ,68.4378  ,12.71115  , 21.13177 ,   0.034443 ,98.99227  ,-14.3977  ,       14.24238  ,        14.15375  ,14.44057
 745 ,64.44922 ,13.6617   , 21.13923 ,   0.022931 ,109.2595  ,-16.77779 ,       11.77058  ,        12.79057  ,10.70783
 746 ,70.3703  ,12.00928  , 21.15581 ,   0.017241 ,94.86967  ,-13.99404 ,       12.01286  ,        13.11733  ,10.96569
 747 ,66.70155 ,10.87104  , 21.15936 ,   0.395241 ,84.59769  ,-3.291155 ,        9.099008 ,         9.651413 , 8.381043
 748 ,65.84975 ,14.42785  , 21.16005 ,   0.211959 ,110.9435  ,-21.13553 ,       13.54349  ,        15.22173  ,12.29579
 749 ,61.56775 ,15.69803  , 21.17504 ,   0.022528 ,118.9645  ,-19.7151  ,        7.70564  ,         7.999314 , 7.24572
 750 ,72.77524 ,22.83968  , 21.18451 ,   0.282799 ,5.29564   ,-125.331  ,       18.68079  ,        21.05875  ,17.17107
 751 ,66.76359 ,24.10416  , 21.18588 ,   0.027634 ,104.7328  ,-47.78656 ,       14.59105  ,        16.37552  ,13.31946
 752 ,65.68458 ,15.05603  , 21.18773 ,   0.026845 ,114.267   ,-13.8344  ,        7.138456 ,         7.188842 , 6.430546
 753 ,61.35754 ,19.44201  , 21.19827 ,   0.023147 ,122.0264  ,-32.58517 ,       10.8362   ,        11.62896  , 9.969223
 754 ,66.57983 ,17.05047  , 21.20405 ,   0.061372 ,101.8515  ,-28.25399 ,       16.33847  ,        18.54597  ,14.96891
 755 ,61.85267 ,10.74058  , 21.21141 ,   0.063486 ,119.7845  ,-7.558021 ,       16.21996  ,        18.36877  ,14.86636
 756 ,70.10656 ,16.51361  , 21.21604 ,   0.213028 ,100.7103  ,-17.82295 ,        9.279742 ,         9.673903 , 8.31027
 757 ,66.08778 ,19.18062  , 21.22154 ,   0.032064 ,107.3382  ,-37.70736 ,       15.13238  ,        16.92092  ,13.86258
 758 ,62.4904  ,15.41688  , 21.22679 ,   0.041074 ,118.5227  ,-21.85428 ,       14.58098  ,        16.4363   ,13.2939
 759 ,66.31936 ,16.30223  , 21.25024 ,   0.033601 ,108.5503  ,-25.83963 ,       14.99865  ,        16.78521  ,13.7274
 760 ,69.38447 ,16.75857  , 21.28244 ,   0.120095 ,99.74091  ,-28.38237 ,       14.52253  ,        15.96154  ,12.79442
 761 ,66.90003 ,15.58909  , 21.28402 ,   0.022409 ,105.1674  ,-23.91447 ,        7.289236 ,         7.550985 , 6.861512
 762 ,68.54688 ,11.55786  , 21.28626 ,   0.205996 ,98.40723  ,-19.81002 ,       11.0716   ,        11.97144  ,10.13731
 763 ,63.94338 ,15.4006   , 21.30368 ,   0.030425 ,115.5966  ,-21.52078 ,        6.218952 ,         6.410595 , 5.878536
 764 ,68.10737 ,13.11315  , 21.33022 ,   0.020638 ,104.4183  ,-18.56857 ,       10.51959  ,        11.31974  , 9.63546
 765 ,76.32933 ,16.59116  , 21.33334 ,   0.019216 ,11.405    ,166.2691  ,       13.8242   ,        15.23564  ,12.65995
 766 ,67.53644 ,15.63814  , 21.3377  ,   0.062364 ,102.3562  ,-31.28455 ,        7.944009 ,                  ,  
 767 ,66.23851 ,19.04185  , 21.33838 ,   0.231657 ,102.3677  ,-34.70863 ,        5.881098 ,         6.073561 , 5.543385
 768 ,59.12055 ,22.67337  , 21.34379 ,   0.021885 ,176.6243  ,-231.5694 ,        7.680655 ,         8.016857 , 7.171222
 769 ,74.86537 ,19.34359  , 21.34739 ,   0.02576  ,79.55236  ,-41.09585 ,       14.24114  ,        15.9134   ,12.9982
 770 ,68.24818 ,15.81885  , 21.35731 ,   0.019993 ,100.3757  ,-25.47369 ,        8.475605 ,         8.842474 , 7.938023
 771 ,72.70776 ,18.14104  , 21.386   ,   0.057169 ,88.68578  ,-35.32663 ,       16.36863  ,        18.57204  ,15.00328
 772 ,67.51789 ,16.0686   , 21.38775 ,   0.086635 ,94.67902  ,-56.1059  ,       16.55243  ,        18.90217  ,15.14911
 773 ,64.78389 ,17.52463  , 21.3907  ,   0.026579 ,113.1249  ,-27.85181 ,        8.279239 ,         8.632639 , 7.754135
 774 ,66.58695 ,15.61821  , 21.39578 ,   0.251118 ,87.4353   ,-20.97802 ,        4.406166 ,         4.551234 , 4.173101
 775 ,66.46068 ,15.00246  , 21.39808 ,   0.030095 ,107.0528  ,-22.61643 ,       14.74954  ,        16.51285  ,13.48634
 776 ,59.55958 ,21.05099  , 21.40505 ,   0.070604 ,129.2246  ,-32.8438  ,       15.81015  ,        18.10272  ,14.42606
 777 ,69.38416 ,16.75879  , 21.41009 ,   0.095768 ,95.44066  ,-14.25074 ,       14.56018  ,        15.7312   ,12.79055
 778 ,68.77368 ,13.17359  , 21.41214 ,   0.019941 ,100.7216  ,-16.62055 ,       13.70326  ,        15.33732  ,12.46906
 779 ,62.67708 ,18.42312  , 21.4123  ,   0.024343 ,121.4294  ,-30.96377 ,        6.502435 ,         6.706495 , 6.146709
 780 ,70.48914 ,11.33061  , 21.42008 ,   0.075213 ,40.71653  ,90.81979  ,       13.45444  ,        13.95436  ,11.7195
 781 ,67.53633 ,15.63774  , 21.42014 ,   0.055985 ,108.8806  ,-21.81898 ,        5.605668 ,         5.71062  , 5.262957
 782 ,67.37696 ,17.86302  , 21.43855 ,   0.022947 ,106.1192  ,-32.02856 ,        6.797135 ,         7.018089 , 6.418047
 783 ,64.4128  ,16.94772  , 21.44041 ,   0.067238 ,112.7828  ,-23.81958 ,        8.107573 ,         8.502485 , 7.542286
 784 ,64.74209 ,19.90654  , 21.44667 ,   0.019513 ,112.8512  ,-36.53772 ,        8.424586 ,         8.788631 , 7.89071
 785 ,66.35479 ,17.91521  , 21.44734 ,   0.017244 ,109.6182  ,-31.35332 ,       10.60706  ,        11.36162  , 9.764299
 786 ,61.64482 ,13.54905  , 21.4485  ,   0.231693 ,114.5905  ,-14.34655 ,       12.42766  ,        13.61158  ,11.34014
 787 ,67.30194 ,15.2738   , 21.45166 ,   0.022586 ,103.3002  ,-22.12825 ,       11.5541   ,        12.53228  ,10.57017
 788 ,57.59623 ,17.47525  , 21.47188 ,   0.024102 ,113.433   ,-251.1007 ,        7.3485   ,         7.669333 , 6.856821
 789 ,65.88522 ,14.6704   , 21.47607 ,   0.018979 ,109.242   ,-17.94713 ,        8.887173 ,         9.311207 , 8.297889
 790 ,68.4868  ,16.86894  , 21.48257 ,   0.020552 ,102.052   ,-28.39886 ,       13.74244  ,        15.29383  ,12.53289
 791 ,67.65617 ,13.72432  , 21.49145 ,   0.073748 ,106.5651  ,-19.24899 ,        5.340581 ,         5.472002 , 5.104052
 792 ,66.0711  ,18.00278  , 21.4969  ,   0.014712 ,110.9136  ,-30.66859 ,        9.650242 ,        10.20123  , 8.953043
 793 ,67.73868 ,10.75172  , 21.50235 ,   0.029888 ,102.8673  ,-10.75874 ,        6.921069 ,         7.151783 , 6.528098
 794 ,69.60441 ,17.54229  , 21.50283 ,   0.110838 ,92.77298  ,-40.27689 ,        9.699967 ,        10.36704  , 8.898517
 795 ,62.59127 ,12.078    , 21.51614 ,   0.337036 ,167.8013  ,87.41689  ,        7.921297 ,         8.291171 , 7.374147
 796 ,68.03156 ,12.46977  , 21.54265 ,   0.088984 ,21.21114  ,-137.7346 ,       13.53944  ,        14.52989  ,11.77619
 797 ,67.20175 ,17.28534  , 21.54891 ,   0.022408 ,108.6799  ,-28.44633 ,        7.702559 ,         8.002354 , 7.232789
 798 ,65.80253 ,15.71278  , 21.56621 ,   0.027362 ,112.2485  ,-21.56016 ,       14.31634  ,        16.05058  ,13.05944
 799 ,64.50819 ,18.25667  , 21.56979 ,   0.042027 ,113.308   ,-31.32717 ,        7.37156  ,         7.707087 , 6.865309
 800 ,69.72786 ,21.79585  , 21.57062 ,   0.112367 ,176.7257  ,-209.6495 ,       16.04673  ,        18.29965  ,14.66189
 801 ,62.11166 ,12.1918   , 21.58432 ,   0.017492 ,119.487   ,-10.95203 ,       10.70384  ,        11.486    , 9.84282
 802 ,68.4816  ,18.38062  , 21.58785 ,   0.031459 ,103.7944  ,-32.46346 ,       14.97223  ,        16.75818  ,13.70072
 803 ,61.93056 ,16.51868  , 21.59089 ,   0.017762 ,122.3038  ,-24.96347 ,        9.604419 ,        10.13493  , 8.924037
 804 ,65.84567 ,19.65853  , 21.59865 ,   0.554475 ,97.3178   ,-37.78018 ,        9.115891 ,         9.588805 , 8.473272
 805 ,69.17012 ,15.8692   , 21.6079  ,   0.034784 ,99.90459  ,-33.82347 ,        6.534577 ,         6.749979 , 6.165035
 806 ,73.2979  ,22.57172  , 21.61079 ,   0.042875 ,-37.4655  ,27.67902  ,       15.01268  ,        16.85341  ,13.72866
 807 ,67.24448 ,15.29358  , 21.61159 ,   0.067661 ,81.87136  ,-110.5816 ,       16.51705  ,        18.78919  ,15.14272
 808 ,71.79109 ,24.01981  , 21.61612 ,   0.021722 ,92.18789  ,-52.68383 ,       11.51005  ,        12.49026  ,10.52544
 809 ,67.8155  ,10.70333  , 21.61706 ,   0.194319 ,104.5316  ,-9.981459 ,       17.59903  ,        20.1112   ,16.05236
 810 ,66.02452 ,17.44399  , 21.61924 ,   0.099429 ,110.58    ,-32.80873 ,        4.755856 ,         4.842167 , 4.61241
 811 ,64.0066  ,16.98296  , 21.62212 ,   0.02097  ,117.3895  ,-29.94066 ,       13.75481  ,        15.35644  ,12.53072
 812 ,62.48573 ,15.24191  , 21.62979 ,   0.079788 ,53.9349   ,-77.10801 ,       16.65237  ,        18.9202   ,15.27575
 813 ,67.25112 ,16.34621  , 21.63252 ,   0.018341 ,105.1069  ,-27.3171  ,       13.07452  ,        14.5372   ,11.89198
 814 ,68.46263 ,14.84432  , 21.6354  ,   0.150242 ,103.0826  ,-24.42655 ,        4.601562 ,         4.714891 , 4.367862
 815 ,64.4615  ,18.47505  , 21.64021 ,   0.05619  ,113.1709  ,-30.77714 ,       12.70342  ,        14.20076  ,11.50092
 816 ,66.02742 ,17.44422  , 21.64598 ,   0.10287  ,107.8483  ,-22.62374 ,       14.58309  ,        15.82066  ,13.22272
 817 ,69.00667 ,23.6421   , 21.65336 ,   0.049881 ,249.7415  ,-158.5291 ,       15.71521  ,        17.75536  ,14.38039
 818 ,71.70648 ,17.74819  , 21.66391 ,   0.129846 ,89.22333  ,-32.36947 ,        9.30183  ,         9.800381 , 8.611666
 819 ,64.94889 ,15.62754  , 21.66455 ,   0.183109 ,116.2469  ,-23.36833 ,        3.402757 ,         3.973253 , 2.768291
 820 ,66.77718 ,16.43009  , 21.66733 ,   0.069764 ,107.5678  ,-24.91171 ,       16.53317  ,        18.87097  ,15.14488
 821 ,68.64759 ,15.5045   , 21.66897 ,   0.024305 ,100.9628  ,-26.81402 ,        7.782416 ,         8.089807 , 7.303821
 822 ,67.81619 ,10.70424  , 21.66979 ,   0.058331 ,103.9964  ,-11.13017 ,       13.611    ,        15.32638  ,12.34733
 823 ,74.01531 ,21.62382  , 21.67825 ,   0.019317 ,-7.300589 ,-74.24261 ,       12.61723  ,        13.85343  ,11.51082
 824 ,67.8159  ,20.13299  , 21.7095  ,   0.020119 ,106.5333  ,-39.29483 ,        8.404495 ,         8.769614 , 7.86865
 825 ,64.69652 ,13.36623  , 21.71107 ,   0.02301  ,116.3195  ,-17.32572 ,       11.27395  ,        12.2061   ,10.32644
 826 ,68.86895 ,15.39915  , 21.71719 ,   0.102424 ,98.40025  ,-33.97376 ,       14.50574  ,        16.33643  ,13.2042
 827 ,68.77502 ,11.53632  , 21.72019 ,   0.031633 ,264.597   ,-209.1106 ,       15.26676  ,        17.00508  ,14.01124
 828 ,64.97908 ,16.52242  , 21.72533 ,   0.069724 ,106.0627  ,-32.65447 ,        7.021937 ,         7.00946  , 6.300481
 829 ,64.23608 ,20.87656  , 21.73045 ,   0.152536 ,119.7387  ,-38.57142 ,       17.7292   ,        20.47319  ,16.24568
 830 ,62.16788 ,23.55713  , 21.74283 ,   0.047965 ,123.3991  ,-42.16692 ,       12.55423  ,        13.60581  ,11.1657
 831 ,71.03544 ,14.71479  , 21.74374 ,   0.039306 ,91.26042  ,-24.92072 ,       15.46075  ,        17.37967  ,14.1541
 832 ,75.55639 ,14.71011  , 21.74592 ,   0.339101 ,73.98223  ,-25.94579 ,       18.89894  ,        21.67603  ,17.32588
 833 ,65.99691 ,16.72147  , 21.74598 ,   0.025944 ,108.7421  ,-24.431   ,       11.73323  ,        12.76513  ,10.71444
 834 ,66.57745 ,22.81338  , 21.74857 ,   0.167272 ,107.9496  ,-46.11911 ,        4.228601 ,         4.353354 , 3.953033
 835 ,66.77789 ,16.42958  , 21.7525  ,   0.065175 ,108.79    ,-26.28176 ,       16.60488  ,        18.97145  ,15.19903
 836 ,70.09993 ,13.97932  , 21.75992 ,   0.03292  ,95.28566  ,-20.83531 ,       14.9132   ,        14.84718  ,15.00671
 837 ,58.7566  ,12.48554  , 21.77745 ,   0.016434 ,131.1741  ,-10.25528 ,        9.769129 ,        10.34182  , 9.055511
 838 ,73.11421 ,15.04941  , 21.78116 ,   0.02602  ,274.4836  ,-217.4227 ,       14.57997  ,        16.2297   ,13.34333
 839 ,66.11855 ,16.88605  , 21.78198 ,   0.034885 ,112.3759  ,-25.54015 ,        7.669633 ,         7.962704 , 7.190858
 840 ,73.65784 , 9.409053 , 21.79094 ,   0.023779 ,82.95944  ,-8.301109 ,       14.62934  ,        16.39329  ,13.36458
 841 ,68.64608 , 8.274079 , 21.79121 ,   0.141677 ,71.6741   ,-79.76249 ,       13.0607   ,        14.47965  ,11.87983
 842 ,65.10514 ,18.74249  , 21.79423 ,   0.030968 ,117.2927  ,-43.34124 ,        6.014479 ,         6.198556 , 5.680652
 843 ,60.86679 ,12.4627   , 21.80249 ,   0.054594 ,-32.67302 ,-106.7129 ,       16.14855  ,        18.23304  ,14.80377
 844 ,63.19791 ,22.39067  , 21.8115  ,   0.321436 ,121.7465  ,-42.80891 ,       14.44242  ,        16.00072  ,12.94119
 845 ,67.16608 ,15.87078  , 21.81252 ,   0.373484 ,106.1478  ,-20.29382 ,        3.377908 ,         3.574795 , 3.175467
 846 ,66.81983 ,17.24171  , 21.81445 ,   0.020585 ,107.5122  ,-31.58694 ,       12.13662  ,        13.28043  ,11.06957
 847 ,68.44481 ,13.25181  , 21.8171  ,   0.022663 ,102.8086  ,-17.43898 ,        6.51787  ,         6.725948 , 6.154051
 848 ,67.37959 ,16.24469  , 21.81806 ,   0.020506 ,104.4635  ,-21.07106 ,        9.932404 ,        10.55373  , 9.181026
 849 ,64.64158 ,18.36458  , 21.821   ,   0.038127 ,116.9317  ,-31.22584 ,       14.58907  ,        16.35309  ,13.32484
 850 ,64.05523 ,18.88436  , 21.82751 ,   0.020529 ,120.62    ,-32.14845 ,       11.20327  ,        12.11368  ,10.26608
 851 ,74.07111 ,19.9157   , 21.84344 ,   0.022929 ,61.31055  ,-206.0691 ,       14.25197  ,        15.71332  ,13.07253
 852 ,66.66767 ,16.74677  , 21.85213 ,   0.034441 ,107.4719  ,-31.5308  ,        7.950683 ,         8.277002 , 7.457401
 853 ,71.61355 ,17.62647  , 21.85461 ,   0.158495 ,93.82506  ,-32.81579 ,       14.57042  ,        16.33943  ,13.30233
 854 ,60.2038  ,18.19388  , 21.85669 ,   0.042021 ,130.2751  ,-27.86444 ,        5.804048 ,         5.962929 , 5.515528
 855 ,67.66252 ,15.69177  , 21.86843 ,   0.070042 ,103.4882  ,-24.35376 ,        5.417587 ,         5.533887 , 5.20475
 856 ,67.96912 ,15.49937  , 21.87181 ,   0.015987 ,105.3649  ,-24.24099 ,       10.49808  ,        11.23732  , 9.66431
 857 ,60.72188 ,18.40718  , 21.87326 ,   0.029882 ,128.3302  ,-29.4683  ,       13.8412   ,        15.57115  ,12.58188
 858 ,69.72414 ,21.7975   , 21.88989 ,   0.089973 ,193.5889  ,-208.5734 ,       13.24452  ,                  ,  
 859 ,67.12086 ,17.69591  , 21.90085 ,   0.14046  ,106.3243  ,-19.88467 ,       13.22781  ,                  ,  
 860 ,62.16815 ,23.55671  , 21.90407 ,   0.04532  ,120.5924  ,-51.25469 ,       12.65407  ,        13.59417  ,11.36274
 861 ,67.49103 ,16.67271  , 21.91883 ,   0.016626 ,106.7609  ,-28.32558 ,        8.859189 ,         9.285927 , 8.266227
 862 ,72.26509 ,18.64107  , 21.91961 ,   0.018608 ,89.27224  ,-39.06374 ,        8.757004 ,         9.171652 , 8.174176
 863 ,72.87134 ,10.54495  , 21.9198  ,   0.027478 ,125.9645  ,-404.4047 ,       14.50444  ,        16.2558   ,13.24104
 864 ,67.93658 ,15.63015  , 21.92811 ,   0.021252 ,104.9994  ,-31.71864 ,       13.43678  ,        14.92424  ,12.22202
 865 ,73.09168 ,17.17405  , 21.94022 ,   0.044423 ,87.45237  ,-34.41672 ,       15.6612   ,        17.65529  ,14.3404
 866 ,67.93733 ,15.62924  , 21.94114 ,   0.027844 ,103.6068  ,-23.57786 ,       11.27038  ,        12.22265  ,10.30727
 867 ,76.30458 ,21.67169  , 21.94242 ,   0.020735 ,-29.61191 ,-90.84772 ,       13.70383  ,        15.0857   ,12.54936
 868 ,68.46963 ,14.85076  , 21.94461 ,   0.038934 ,101.8162  ,-25.70815 ,       15.19552  ,        17.01902  ,13.89428
 869 ,64.53807 ,17.41613  , 21.94471 ,   0.03113  ,113.6904  ,-27.8979  ,       14.70277  ,        16.44401  ,13.44374
 870 ,59.56044 ,12.62797  , 21.94776 ,   0.044487 ,129.7071  ,-12.2563  ,       15.08387  ,        16.98432  ,13.78417
 871 ,68.80696 ,20.13348  , 21.9487  ,   0.14208  ,101.4792  ,-41.83083 ,       17.74183  ,        20.53312  ,16.25181
 872 ,69.79143 ,20.20133  , 21.95114 ,   0.027723 ,114.0561  ,-256.2756 ,       14.74143  ,        16.33708  ,13.52475
 873 ,61.41591 ,17.93759  , 21.95388 ,   0.018208 ,128.3532  ,-27.32275 ,        9.03908  ,         9.480922 , 8.431541
 874 ,60.24846 ,14.34586  , 21.96958 ,   0.272003 ,128.2382  ,-14.90616 ,       13.77109  ,        15.4824   ,12.51375
 875 ,66.03148 ,22.11867  , 21.97239 ,   0.016493 ,110.5579  ,-43.88972 ,       10.50014  ,        11.24102  , 9.66589
 876 ,64.99096 ,14.03512  , 21.97774 ,   0.06213  ,115.3691  ,-18.82539 ,        5.511114 ,         5.650659 , 5.25995
 877 ,62.67062 ,14.73345  , 21.98472 ,   0.091848 ,123.8293  ,-14.9547  ,       16.09078  ,        18.50716  ,14.65635
 878 ,68.2093  ,16.00568  , 21.98651 ,   0.295252 ,101.0543  ,-29.52946 ,        8.728549 ,         9.129763 , 8.043712
 879 ,63.89092 ,15.70616  , 21.98884 ,   0.019427 ,120.4669  ,-23.25099 ,       10.43348  ,        11.16904  , 9.604377
 880 ,66.13188 ,13.92855  , 21.99342 ,   0.039121 ,113.0706  ,-18.25225 ,       15.08176  ,        16.90954  ,13.80226
 881 ,63.63522 ,23.57473  , 21.99396 ,   0.023889 ,119.8043  ,-48.18308 ,        7.896926 ,         8.217944 , 7.405059
 882 ,74.0648  ,24.59215  , 21.99437 ,   0.026793 ,-22.28922 ,-14.25945 ,        6.243255 ,         6.412785 , 5.93097
 883 ,67.3822  ,17.89304  , 22.00648 ,   0.016613 ,107.6518  ,-32.96408 ,        8.740726 ,         9.148271 , 8.164915
 884 ,66.35477 ,22.19979  , 22.01774 ,   0.128819 ,112.3706  ,-46.639   ,        5.224731 ,         5.335002 , 4.980232
 885 ,65.05457 ,19.23332  , 22.02005 ,   0.031045 ,114.5864  ,-35.17158 ,        7.326902 ,         7.596991 , 6.883966
 886 ,61.04542 ,15.80601  , 22.0267  ,   0.069332 ,126.8705  ,-19.5329  ,       16.27929  ,        18.53113  ,14.91023
 887 ,65.51518 ,14.0771   , 22.02694 ,   0.074667 ,113.7745  ,-21.32102 ,        5.644246 ,         5.798195 , 5.371387
 888 ,64.90441 ,12.62424  , 22.02791 ,   0.019823 ,168.7485  ,-18.08557 ,        9.534493 ,        10.02198  , 8.886141
 889 ,69.5399  ,12.51077  , 22.03096 ,   0.192016 ,104.6946  ,-14.86082 ,        4.253432 ,         4.302667 , 4.11628
 890 ,67.38958 , 8.792778 , 22.03286 ,   0.021405 ,-36.27553 ,-210.5368 ,       12.57187  ,        13.8027   ,11.47011
 891 ,73.68421 ,19.68072  , 22.03397 ,   0.020924 ,88.69135  ,-40.52953 ,       12.83007  ,        14.16936  ,11.68288
 892 ,71.03579 ,10.77514  , 22.04572 ,   0.102307 ,-31.34636 ,-131.0049 ,       16.9792   ,        19.42208  ,15.58875
 893 ,64.73298 , 9.39631  , 22.04585 ,   0.0312   ,114.382   ,-3.320156 ,       14.72555  ,        16.63392  ,13.42962
 894 ,72.56988 ,20.62563  , 22.05154 ,   0.018649 ,89.48173  ,-44.39083 ,       13.13449  ,        14.62391  ,11.94053
 895 ,74.83295 ,10.38597  , 22.05277 ,   0.026223 ,83.38904  ,-10.52033 ,       12.79674  ,        14.11243  ,11.66265
 896 ,67.81746 ,12.20008  , 22.06392 ,   0.023967 ,107.3012  ,-13.76006 ,       14.37649  ,        16.11059  ,13.1204
 897 ,65.9826  ,16.35408  , 22.08826 ,   0.032219 ,114.6098  ,-27.79161 ,       14.32946  ,        14.2521   ,14.50485
 898 ,63.53286 ,17.13058  , 22.12518 ,   0.63756  ,200.2262  ,-104.1873 ,       13.39755  ,        14.45072  ,12.00787
 899 ,72.2944  ,13.81135  , 22.13113 ,   0.02522  ,88.33667  ,-22.251   ,       14.28083  ,        16.0109   ,13.0248
 900 ,71.41317 ,18.67269  , 22.14971 ,   0.20652  ,-13.67901 ,28.69166  ,       18.31413  ,        20.92347  ,16.78335
 901 ,66.94248 ,11.73636  , 22.15169 ,   0.02055  ,110.0516  ,-12.42251 ,        7.370711 ,         7.64451  , 6.931148
 902 ,77.69114 ,17.08586  , 22.15494 ,   0.023417 ,2.540967  ,-213.5261 ,       14.26803  ,        15.72819  ,13.08625
 903 ,64.0458  ,11.5337   , 22.15519 ,   0.053992 ,117.3807  ,-11.24966 ,       15.82249  ,        17.87037  ,14.49176
 904 ,67.21906 ,15.98147  , 22.15828 ,   0.024849 ,110.424   ,-27.23904 ,       11.25108  ,        12.1903   ,10.29349
 905 ,62.81142 ,15.08626  , 22.16131 ,   0.095217 ,123.4239  ,-24.77846 ,       17.11659  ,        19.6112   ,15.67448
 906 ,63.64363 ,10.70136  , 22.16976 ,   0.021391 ,119.5284  ,-5.661484 ,        6.98168  ,         7.230362 , 6.569349
 907 ,67.24952 ,16.15897  , 22.17515 ,   0.404813 ,130.9314  ,-26.5768  ,        6.453136 ,         6.711746 , 6.015417
 908 ,67.64062 ,16.1939   , 22.18747 ,   0.143022 ,104.8888  ,-25.44598 ,        4.752029 ,         4.825572 , 4.592621
 909 ,76.0261  ,19.00714  , 22.19922 ,   0.031724 ,67.56835  ,-40.27838 ,       14.74464  ,        16.46603  ,13.49302
 910 ,65.67912 ,20.56998  , 22.20447 ,   0.128125 ,109.1422  ,-37.47773 ,       13.4359   ,        15.0755   ,12.1983
 911 ,60.18788 ,13.90626  , 22.20722 ,   0.187156 ,129.1617  ,-14.79388 ,       13.33867  ,        15.02914  ,12.04412
 912 ,68.82174 ,23.04488  , 22.21859 ,   0.019025 ,-12.08432 ,-65.60977 ,        8.699103 ,         9.084877 , 8.138742
 913 ,61.75568 ,15.33494  , 22.22862 ,   0.017394 ,124.6256  ,-19.78572 ,       10.0516   ,        10.69809  , 9.286946
 914 ,67.87161 ,17.71852  , 22.23574 ,   0.022544 ,104.718   ,-32.00553 ,       11.18444  ,        12.11163  ,10.23304
 915 ,64.58085 ,16.08823  , 22.24273 ,   0.015431 ,118.8016  ,-23.34002 ,        9.294652 ,         9.78985  , 8.643668
 916 ,70.05342 ,19.28592  , 22.26822 ,   0.022097 ,98.68374  ,-40.15836 ,       12.55254  ,        13.81226  ,11.43762
 917 ,63.71692 ,13.05486  , 22.29469 ,   0.045448 ,112.7511  ,-22.0599  ,       10.23203  ,        10.9157   , 9.4196
 918 ,63.46885 ,15.36496  , 22.29592 ,   0.115554 ,119.1506  ,-27.71209 ,       14.31462  ,        15.43271  ,12.45988
 919 ,70.4386  ,14.8994   , 22.29686 ,   0.430217 ,99.01628  ,-22.35365 ,       19.51361  ,        20.92352  ,17.96225
 920 ,69.93787 ,18.09469  , 22.31448 ,   0.056411 ,102.8848  ,-34.19319 ,       16.20021  ,        18.42573  ,14.82541
 921 ,67.73289 ,24.83791  , 22.33577 ,   0.031767 ,106.1168  ,-55.41077 ,       14.66773  ,        16.44746  ,13.39996
 922 ,66.85089 ,14.11857  , 22.33738 ,   0.023418 ,108.5647  ,-18.05197 ,       14.46262  ,        16.17419  ,13.21591
 923 ,63.27395 ,15.2477   , 22.35725 ,   0.030779 ,122.4495  ,-18.60345 ,       14.35545  ,        16.06386  ,13.10251
 924 ,65.9618  , 9.205392 , 22.35759 ,   0.024483 ,114.2873  ,-5.402224 ,       11.8112   ,        13.12996  ,10.67496
 925 ,76.78868 ,15.61361  , 22.36287 ,   0.023436 ,78.19204  ,-30.48966 ,       12.7576   ,        14.06005  ,11.62264
