     ,ra       ,dec       ,parallax  ,parallax_er ,pmra      ,pmdec     ,photo_g_mean_mag ,photo_bp_mean_mag ,photo_rb_mean_mag
 528 ,67.93265 ,15.04101  , 19.65321 ,   0.347278 ,102.221   ,-12.1587  ,       11.47611  ,        12.46326  ,10.43766
 529 ,75.45618 ,21.45948  , 19.6637  ,   0.024553 ,31.16558  ,-191.8728 ,       14.51181  ,        16.12378  ,13.29075
 530 ,66.95828 ,26.50337  , 19.66536 ,   0.017619 ,438.3147  ,-143.3398 ,       13.12273  ,        14.3878   ,12.00368
 531 ,65.11561 ,18.89706  , 19.67296 ,   0.022342 ,104.7195  ,-32.5697  ,       13.98826  ,        15.56253  ,12.77435
 532 ,68.62634 ,10.01612  , 19.67338 ,   0.065494 ,115.2921  ,-67.86856 ,        7.57403  ,         7.884275 , 7.087155
 533 ,64.13999 ,21.9073   , 19.67562 ,   0.018558 ,104.7359  ,-38.33916 ,        8.929961 ,         9.330955 , 8.362071
 534 ,65.62827 , 7.39452  , 19.71554 ,   0.909876 ,192.6705  ,-282.8595 ,       20.53273  ,        21.56336  ,18.94866
 535 ,73.09842 ,18.99675  , 19.71679 ,   0.016132 ,79.1655   ,-35.23325 ,        9.937407 ,        10.50157  , 9.230383
 536 ,66.95734 ,26.50041  , 19.72784 ,   0.030516 ,437.8652  ,-143.2353 ,       15.0122   ,        16.66704  ,13.77632
 537 ,76.06569 ,18.18394  , 19.73056 ,   1.836175 ,56.65251  ,-94.31172 ,       20.91652  ,        21.31894  ,19.42358
 538 ,74.87871 ,16.66719  , 19.74908 ,   0.394872 ,-77.26032 ,-2.755649 ,        9.362037 ,         9.589708 , 8.437895
 539 ,62.02091 ,23.36088  , 19.75129 ,   0.099889 ,-64.34034 ,-23.08535 ,       16.74673  ,        18.99352  ,15.36894
 540 ,66.99618 ,18.5001   , 19.76047 ,   0.167749 ,108.5952  ,-40.88521 ,        9.787396 ,        10.36457  , 9.064594
 541 ,70.61133 , 7.784404 , 19.76491 ,   0.063033 ,79.05729  ,-0.020556 ,       15.52448  ,        17.61145  ,14.17336
 542 ,66.51911 ,21.63302  , 19.7885  ,   0.019598 ,135.6323  ,-9.372025 ,       12.07696  ,        13.25558  ,10.99526
 543 ,65.1572  , 8.879872 , 19.79859 ,   0.169539 ,-87.6865  ,-78.03563 ,       12.91732  ,                  ,  
 544 ,71.98252 ,25.57952  , 19.79892 ,   0.017845 ,81.85291  ,-53.85014 ,       13.49448  ,        15.0185   ,12.29294
 545 ,61.78437 ,14.99828  , 19.80526 ,   0.171109 ,59.57839  ,-148.8459 ,       14.1325   ,        15.83497  ,12.85358
 546 ,63.70977 ,24.37684  , 19.81961 ,   0.044736 ,105.7511  ,-44.69781 ,       15.71251  ,        17.61492  ,14.4149
 547 ,59.23565 ,10.98105  , 19.836   ,   0.203978 ,188.4635  ,-171.002  ,       18.66159  ,        19.27313  ,17.97
 548 ,72.40279 ,17.03294  , 19.83824 ,   0.026925 ,81.63232  ,-30.37518 ,       14.76065  ,        16.5362   ,13.48934
 549 ,73.94032 ,10.94218  , 19.84038 ,   2.196684 ,1.39785   ,0.900414  ,       20.48986  ,        20.99553  ,19.12919
 550 ,75.40727 ,12.41632  , 19.87339 ,   0.029835 ,71.9884   ,-15.74582 ,       10.89126  ,        11.8328   , 9.930564
 551 ,67.03374 , 7.945773 , 19.89126 ,   0.02174  ,98.93009  ,1.112559  ,       13.74676  ,        15.25335  ,12.55208
 552 ,67.57533 ,19.84041  , 19.89243 ,   0.099126 ,86.11872  ,-26.10612 ,        6.982704 ,         7.217645 , 6.579251
 553 ,75.88648 ,18.14772  , 19.89457 ,   0.054689 ,68.23704  ,-35.73425 ,       15.77608  ,        17.79619  ,14.44227
 554 ,72.70265 ,16.21033  , 19.9187  ,   0.027459 ,83.07238  ,-26.24779 ,        7.168073 ,         7.410638 , 6.763136
 555 ,68.96612 ,12.2555   , 19.93169 ,   0.128754 ,91.50547  ,-13.11298 ,       17.49477  ,        20.02819  ,16.04823
 556 ,62.77606 ,18.92896  , 19.93843 ,   0.035991 ,109.6577  ,-28.47228 ,       14.19221  ,        15.88002  ,12.94499
 557 ,75.04874 ,19.2737   , 19.94595 ,   0.022945 ,-19.16121 ,-151.8126 ,       11.38375  ,        12.31204  ,10.39933
 558 ,75.04867 ,19.27333  , 19.94957 ,   0.116254 ,-18.04365 ,-159.5233 ,       15.12143  ,                  ,  
 559 ,69.28547 ,14.78528  , 19.95418 ,   0.027382 ,-229.0244 ,-14.95997 ,       14.49325  ,        15.94356  ,13.31776
 560 ,66.09327 ,17.07884  , 19.959   ,   0.026463 ,99.88705  ,-26.67848 ,        6.855921 ,         7.073944 , 6.482829
 561 ,65.84352 ,21.37893  , 19.96696 ,   0.017699 ,99.46023  ,-37.91651 ,        8.648896 ,         9.018295 , 8.109221
 562 ,65.32065 ,23.19773  , 19.96975 ,   0.033545 ,103.6332  ,-45.67932 ,       15.22317  ,        17.03369  ,13.94413
 563 ,77.06456 ,15.37722  , 19.98385 ,   0.040321 ,70.11462  ,-23.64802 ,       15.23115  ,        17.10051  ,13.93813
 564 ,62.37095 ,17.13168  , 19.9856  ,   0.047942 ,111.0747  ,-22.29228 ,       15.35601  ,        15.31902  ,15.46333
 565 ,69.02239 ,15.6839   , 19.99305 ,   0.017727 ,95.39931  ,-24.02181 ,        9.142798 ,         9.573993 , 8.545767
 566 ,66.67325 , 7.18049  , 19.99909 ,   0.030609 ,-56.78862 ,-157.0565 ,       15.11872  ,        16.80431  ,13.87519
 567 ,67.80202 ,17.16132  , 20.00853 ,   0.068503 ,64.47502  ,-87.96278 ,       15.97762  ,        18.26705  ,14.60867
 568 ,66.03826 , 9.082712 , 20.0315  ,   0.02742  ,-34.92609 ,-40.36318 ,       14.52773  ,        16.05806  ,13.32993
 569 ,70.04626 ,23.42044  , 20.04024 ,   0.104999 ,90.27293  ,-45.8313  ,       17.08553  ,        19.54616  ,15.66934
 570 ,66.37891 ,26.29179  , 20.05492 ,   0.015309 ,39.78442  ,-95.73461 ,       10.58834  ,        11.29862  , 9.774718
 571 ,69.72844 ,19.18206  , 20.06456 ,   0.021564 ,92.78666  ,-34.55281 ,       12.89731  ,        14.24828  ,11.74714
 572 ,70.55227 ,14.1475   , 20.09322 ,   0.032163 ,88.04415  ,-21.27924 ,       15.00691  ,        16.79293  ,13.73704
 573 ,72.36835 ,19.27722  , 20.10927 ,   0.032019 ,82.78012  ,-37.16258 ,       15.06508  ,        16.89134  ,13.78719
 574 ,71.51173 ,19.46817  , 20.11375 ,   0.081323 ,85.17333  ,-35.72297 ,       16.80169  ,        19.15012  ,15.41043
 575 ,71.92887 , 9.03582  , 20.12419 ,   1.07765  ,57.33652  ,-73.38385 ,       20.58942  ,        21.27163  ,19.07805
 576 ,66.03895 ,25.68247  , 20.13165 ,   0.070192 ,10.91528  ,-223.7894 ,       16.71984  ,        18.94052  ,15.35712
 577 ,67.64159 ,14.74798  , 20.13259 ,   0.365962 ,97.18963  ,-16.36293 ,       13.67557  ,        14.96297  ,12.24762
 578 ,67.00373 ,21.61972  , 20.15882 ,   0.05549  ,97.0978   ,-42.14035 ,        5.657322 ,         5.787465 , 5.413844
 579 ,72.00407 ,17.05586  , 20.16441 ,   0.087911 ,75.03475  ,-33.31527 ,       10.52614  ,        11.32473  , 9.446185
 580 ,67.3312  ,17.6056   , 20.17388 ,   0.069525 ,81.00291  ,-89.54147 ,       15.96606  ,        18.27615  ,14.57819
 581 ,77.82264 ,18.18196  , 20.18854 ,   0.028953 ,3.523622  ,-61.26703 ,       14.54285  ,        16.26236  ,13.28393
 582 ,67.01607 ,24.40197  , 20.19455 ,   0.697441 ,90.79214  ,-40.05688 ,       16.06859  ,        17.74161  ,14.28383
 583 ,68.67795 ,10.97591  , 20.2147  ,   0.019648 ,5.949219  ,-84.37864 ,       13.62743  ,        14.99923  ,12.4741
 584 ,73.1732  ,19.23467  , 20.22003 ,   0.024524 ,58.83817  ,-11.66903 ,       14.35364  ,        15.94394  ,13.128
 585 ,67.40148 ,26.57295  , 20.24085 ,   0.030557 ,97.86022  ,-55.01588 ,       14.59212  ,        16.3262   ,13.3372
 586 ,69.01782 ,18.88842  , 20.24558 ,   0.124656 ,84.23755  ,-22.03674 ,       12.48482  ,        13.81112  ,11.33747
 587 ,63.92734 ,20.81964  , 20.27085 ,   0.043647 ,109.4496  ,-35.28664 ,        7.650983 ,         7.998631 , 7.131551
 588 ,67.87269 ,13.9034   , 20.27675 ,   0.165597 ,86.60729  ,-6.108541 ,        7.643193 ,         7.907195 , 7.209855
 589 ,65.43537 ,20.40275  , 20.28269 ,   0.115372 ,104.0825  ,-33.55629 ,       17.24249  ,        19.74211  ,15.81624
 590 ,64.36774 ,14.90098  , 20.28296 ,   0.015809 ,105.8405  ,-17.35369 ,       13.25619  ,        14.67682  ,12.08292
 591 ,65.47176 ,24.24029  , 20.28463 ,   0.063989 ,105.1496  ,-47.11491 ,       13.64122  ,        15.3428   ,12.38782
 592 ,65.95084 ,18.47019  , 20.2903  ,   0.09466  ,42.05354  ,-0.946605 ,       16.78312  ,        18.98642  ,15.43253
 593 ,72.30452 ,24.8026   , 20.29165 ,   0.033245 ,84.6128   ,-53.07047 ,        9.234275 ,         9.807196 , 8.512114
 594 ,71.81618 ,13.55665  , 20.29538 ,   0.047843 ,88.41039  ,-17.74925 ,       16.1247   ,        17.98635  ,14.59636
 595 ,68.95258 ,13.28797  , 20.29581 ,   0.01865  ,94.57335  ,-18.53872 ,       13.6152   ,        15.14163  ,12.41209
 596 ,74.65937 ,16.22227  , 20.29958 ,   0.053297 ,78.30723  ,-29.05614 ,       15.29142  ,        17.30607  ,13.97153
 597 ,68.55438 ,15.18189  , 20.30216 ,   0.034306 ,33.23461  ,-123.5774 ,       15.27849  ,        16.8954   ,14.0568
 598 ,68.42663 ,19.01328  , 20.30263 ,   0.264669 ,102.0697  ,-31.88432 ,       18.51686  ,        19.44101  ,16.56123
 599 ,76.51873 ,12.82318  , 20.30517 ,   0.076784 ,138.8773  ,137.0311  ,       16.71517  ,        19.0795   ,15.32886
 600 ,71.02832 ,19.03534  , 20.30727 ,   0.04355  ,89.04999  ,-34.30452 ,       15.54697  ,        17.46014  ,14.2435
 601 ,65.73422 ,17.54239  , 20.3092  ,   0.227649 ,106.2119  ,-27.69234 ,        3.516044 ,         4.063456 , 2.876123
 602 ,71.81606 ,13.55727  , 20.31316 ,   0.048997 ,85.82617  ,-17.44256 ,       16.15233  ,        17.9045   ,14.72324
 603 ,67.79638 ,16.39576  , 20.3165  ,   0.019867 ,98.79968  ,-24.70843 ,       13.79143  ,        15.33659  ,12.58157
 604 ,71.54064 ,18.9576   , 20.31751 ,   0.135404 ,86.24019  ,-37.73675 ,       17.65963  ,        20.19626  ,16.19457
 605 ,72.50336 ,16.41194  , 20.3225  ,   0.022059 ,84.04477  ,-27.01235 ,       10.18046  ,        10.80926  , 9.424363
 606 ,70.25766 ,10.9944   , 20.32648 ,   0.03558  ,91.37521  ,-10.77775 ,       13.84641  ,        13.7196   ,14.1109
 607 ,65.3967  ,14.69515  , 20.32669 ,   0.029046 ,106.4966  ,-19.73172 ,       14.27877  ,        15.91159  ,13.04892
 608 ,67.80307 ,12.47727  , 20.34943 ,   0.036522 ,96.20909  ,-12.59308 ,       15.38033  ,        17.25835  ,14.08953
 609 ,71.38817 ,15.05062  , 20.34994 ,   0.170361 ,84.68394  ,-23.75385 ,       18.10621  ,        20.73942  ,16.6058
 610 ,66.89983 ,15.58828  , 20.35062 ,   0.311074 ,101.8939  ,-33.36765 ,       15.44782  ,                  ,  
 611 ,66.94644 ,14.41766  , 20.35257 ,   0.015856 ,100.5501  ,-19.20041 ,        9.218413 ,         9.68125  , 8.592327
 612 ,67.37459 ,11.22477  , 20.35777 ,   0.034883 ,34.7354   ,57.90872  ,       15.15488  ,        16.91608  ,13.89352
 613 ,69.24266 ,23.27716  , 20.36878 ,   0.110328 ,91.38654  ,-44.81359 ,       17.21223  ,        19.72942  ,15.79546
 614 ,63.60737 ,14.62497  , 20.37607 ,   0.023002 ,107.8464  ,-13.75142 ,        8.303924 ,         8.64711  , 7.783644
 615 ,65.25318 ,24.51861  , 20.38889 ,   0.022715 ,106.5867  ,-48.88078 ,       13.55934  ,        15.05765  ,12.36527
 616 ,66.85606 ,14.26058  , 20.42228 ,   0.192198 ,102.4584  ,-19.95602 ,       10.02613  ,        10.62287  , 9.292111
 617 ,66.11823 ,15.88418  , 20.42717 ,   0.251542 ,97.93689  ,-27.92467 ,       13.7788   ,        15.23874  ,12.46424
 618 ,66.42257 ,11.50337  , 20.43046 ,   0.018429 ,-36.19102 ,40.24423  ,       11.04398  ,        11.82322  ,10.18089
 619 ,67.37975 ,11.22228  , 20.43831 ,   0.03247  ,37.74271  ,58.89291  ,       11.61437  ,        12.5223   ,10.66773
 620 ,66.18386 ,10.772    , 20.47145 ,   0.025065 ,102.9242  ,-10.2814  ,       12.96997  ,        14.29235  ,11.83353
 621 ,70.62668 ,20.45301  , 20.47605 ,   0.021684 ,89.80926  ,-37.83108 ,       12.14556  ,        13.52418  ,10.9789
 622 ,74.79948 ,17.38177  , 20.47997 ,   0.051611 ,108.5868  ,-131.2248 ,       15.80968  ,        17.71875  ,14.51135
 623 ,63.12893 ,13.32712  , 20.48489 ,   0.17104  ,66.91248  ,-106.2259 ,       18.34792  ,                  ,  
 624 ,64.5579  ,25.66076  , 20.48516 ,   0.434392 ,112.1733  ,-45.27962 ,       16.89423  ,        19.33662  ,15.20343
 625 ,73.99614 ,21.66666  , 20.48601 ,   0.239567 ,77.85025  ,-44.83521 ,       18.74035  ,        21.13859  ,17.16163
 626 ,65.3186  ,11.42605  , 20.49198 ,   0.249389 ,115.2087  ,-3.64361  ,       13.26283  ,        14.77517  ,12.05467
 627 ,66.12801 ,18.98679  , 20.49866 ,   0.319568 ,111.0191  ,-43.00263 ,       14.98216  ,        16.82873  ,13.62268
 628 ,70.1546  ,16.63563  , 20.49973 ,   0.058591 ,89.53247  ,-26.18602 ,       16.12131  ,        18.25663  ,14.76558
 629 ,71.62701 ,15.47193  , 20.5006  ,   0.081914 ,87.32568  ,-25.35273 ,        8.138844 ,         8.464413 , 7.643832
 630 ,72.64131 ,15.08334  , 20.50299 ,   0.178938 ,84.96745  ,-21.36193 ,        7.571756 ,         7.924185 , 7.03692
 631 ,70.8536  ,24.29644  , 20.51636 ,   0.020656 ,91.65574  ,-52.25943 ,       12.90399  ,        14.27511  ,11.74609
 632 ,67.69135 ,22.14542  , 20.52179 ,   0.02883  ,-28.16559 ,-181.5765 ,       11.30774  ,        12.18114  ,10.38557
 633 ,68.96717 ,19.79569  , 20.52527 ,   0.200283 ,95.41083  ,-38.76258 ,       13.83722  ,        15.50359  ,12.54781
 634 ,65.44164 ,20.39555  , 20.54016 ,   0.156111 ,104.8114  ,-33.41533 ,       17.93693  ,        20.77402  ,16.45988
 635 ,71.18277 ,18.40808  , 20.54437 ,   0.111013 ,91.04631  ,-32.9721  ,       13.63511  ,        15.34546  ,12.35851
 636 ,72.14623 ,18.7289   , 20.55159 ,   0.030124 ,87.27695  ,-34.78622 ,       14.71316  ,        16.51222  ,13.43885
 637 ,60.93859 , 9.50209  , 20.56193 ,   0.014369 ,-62.5138  ,-55.54856 ,       10.68971  ,        11.37742  , 9.891095
 638 ,65.38237 ,21.03972  , 20.56339 ,   0.024978 ,104.8492  ,-35.96322 ,        6.688817 ,         6.897654 , 6.324358
 639 ,67.44736 ,25.48831  , 20.56743 ,   0.222853 ,98.63535  ,-52.6935  ,       18.25784  ,        21.1268   ,16.74541
 640 ,71.72078 ,12.88377  , 20.57421 ,   0.018849 ,88.88028  ,-18.53936 ,       13.80701  ,        15.39069  ,12.58989
 641 ,72.2487  ,15.60474  , 20.57601 ,   0.171612 ,90.57549  ,-23.74246 ,       14.18517  ,        15.97891  ,12.87145
 642 ,76.90609 ,17.85803  , 20.58486 ,   0.015975 ,-71.87212 ,27.17588  ,       11.65527  ,        12.55589  ,10.72054
 643 ,64.05691 ,16.79659  , 20.59015 ,   0.2017   ,109.614   ,-21.73795 ,       15.54333  ,        17.59731  ,14.12904
 644 ,65.23411 ,14.8595   , 20.60062 ,   0.039785 ,110.082   ,-21.12796 ,       15.12743  ,        16.98879  ,13.84161
 645 ,68.18964 ,12.06661  , 20.60316 ,   0.020846 ,97.52678  ,-14.33734 ,       13.73946  ,        15.2829   ,12.53315
 646 ,74.49116 ,14.4519   , 20.61019 ,   0.027099 ,78.78937  ,-24.47313 ,       14.37162  ,        16.05637  ,13.12293
 647 ,68.40865 ,16.76239  , 20.61556 ,   0.017518 ,97.99881  ,-25.4916  ,        9.15698  ,         9.601489 , 8.548466
 648 ,70.37758 ,23.39909  , 20.62087 ,   0.022623 ,167.3848  ,-164.6905 ,       11.34422  ,        12.21831  ,10.42514
 649 ,72.38425 ,15.88863  , 20.62442 ,   0.019703 ,86.74183  ,-25.51638 ,        7.595752 ,         7.876226 , 7.148325
 650 ,75.08113 ,12.12609  , 20.62566 ,   0.16072  ,98.58249  ,-17.23436 ,       17.85288  ,        20.67616  ,16.38244
 651 ,69.77609 , 7.870986 , 20.63072 ,   0.091688 ,94.83053  ,-0.16159  ,        5.32378  ,         5.446907 , 5.107708
 652 ,70.71264 ,19.48701  , 20.63341 ,   0.02025  ,88.95922  ,-36.26594 ,       13.71072  ,        15.22024  ,12.51288
 653 ,60.14563 ,21.62945  , 20.63578 ,   0.040987 ,-47.80552 ,-38.68621 ,       15.37826  ,        17.19686  ,14.10236
 654 ,71.92492 ,12.23395  , 20.63859 ,   0.016756 ,27.74058  ,-38.67694 ,       10.03325  ,        10.59156  , 9.323964
 655 ,68.49438 ,15.16353  , 20.64127 ,   0.607516 ,108.0367  ,-33.11014 ,        8.285666 ,         8.699686 , 7.674448
 656 ,70.08255 ,18.38863  , 20.64237 ,   0.022258 ,489.7354  ,-226.0186 ,       13.78497  ,        15.05731  ,12.66713
 657 ,65.05889 ,18.70197  , 20.64482 ,   0.10241  ,105.0972  ,-31.76627 ,       17.38082  ,        20.05064  ,15.94478
 658 ,62.39484 ,14.56063  , 20.64764 ,   0.03199  ,97.60866  ,127.4114  ,       14.95113  ,        16.41846  ,13.76991
 659 ,69.46704 ,24.44069  , 20.66585 ,   0.024803 ,-6.109701 ,-227.7435 ,       11.23185  ,        12.1161   ,10.31109
 660 ,60.29642 ,12.09837  , 20.6709  ,   0.021269 ,89.3895   ,0.44927   ,       11.32913  ,        12.20494  ,10.40411
 661 ,66.20071 ,15.87465  , 20.67833 ,   0.305079 ,100.3445  ,-12.26919 ,       11.32422  ,        11.8495   , 9.926568
 662 ,65.39546 ,14.4097   , 20.6798  ,   0.027044 ,104.1998  ,-19.14858 ,        6.499024 ,         6.697193 , 6.148359
 663 ,63.62481 ,18.72988  , 20.68038 ,   0.062001 ,110.1013  ,-30.56806 ,       13.20438  ,        14.75771  ,11.99566
 664 ,69.67868 ,25.68109  , 20.68474 ,   0.028515 ,80.40437  ,-114.594  ,       12.60058  ,        13.89461  ,11.47084
 665 ,60.29798 ,12.09827  , 20.68612 ,   0.023979 ,89.16093  ,-1.185485 ,       11.74629  ,        12.71618  ,10.76715
 666 ,63.12859 ,13.32702  , 20.69582 ,   0.165751 ,69.76366  ,-111.278  ,       17.99503  ,        18.02486  ,17.12789
 667 ,72.67915 ,19.30404  , 20.70329 ,   0.045142 ,84.9146   ,-40.17797 ,       15.45222  ,        17.36617  ,14.13741
 668 ,65.75679 ,15.22812  , 20.70653 ,   0.036349 ,107.4337  ,-19.46689 ,       15.14457  ,        16.95227  ,13.86962
 669 ,67.16469 ,16.96991  , 20.70749 ,   0.033891 ,102.4901  ,-27.08546 ,       14.05441  ,        13.94759  ,14.2869
 670 ,67.20949 ,13.04754  , 20.71583 ,   0.08992  ,104.0662  ,-14.90038 ,        4.974638 ,         5.0784   , 4.794417
 671 ,68.80538 ,22.98881  , 20.72309 ,   0.166623 ,97.80119  ,-41.65819 ,       14.42378  ,        16.32033  ,13.09492
 672 ,64.55462 ,16.09802  , 20.7255  ,   0.029271 ,107.2615  ,-23.89346 ,       14.7502   ,        16.54796  ,13.47352
 673 ,69.74413 ,15.66135  , 20.7342  ,   0.078164 ,92.88202  ,-23.12066 ,       16.72244  ,        19.02986  ,15.32616
 674 ,66.58045 ,21.46874  , 20.73851 ,   0.03498  ,105.1469  ,-40.66029 ,       15.07074  ,        16.8562   ,13.77619
 675 ,74.79342 ,16.07151  , 20.74911 ,   0.024217 ,72.59468  ,-41.05374 ,        9.731515 ,        10.25762  , 9.053298
 676 ,64.67653 ,12.51064  , 20.75    ,   0.023574 ,110.0336  ,-12.11002 ,       14.11457  ,        15.80452  ,12.86458
 677 ,66.32628 ,23.06062  , 20.75361 ,   0.020001 ,106.447   ,-43.95739 ,       12.95409  ,        14.29241  ,11.81142
 678 ,72.4279  ,21.36855  , 20.76449 ,   0.035336 ,112.8392  ,-96.59691 ,       15.26108  ,        16.91701  ,14.02266
 679 ,72.12807 ,16.3884   , 20.76465 ,   0.019183 ,86.51689  ,-30.319   ,       11.64804  ,        12.64026  ,10.65836
 680 ,67.09389 ,13.82268  , 20.77181 ,   0.035073 ,105.0748  ,-19.53296 ,       14.89144  ,        16.76013  ,13.59286
 681 ,60.06552 ,19.41     , 20.78465 ,   0.031544 ,124.05    ,-33.15865 ,       14.67841  ,        16.42091  ,13.41641
 682 ,74.88598 ,13.08182  , 20.79203 ,   0.383403 ,80.49608  ,-20.65076 ,       19.12323  ,        21.38806  ,17.61503
 683 ,65.85493 ,16.77715  , 20.79505 ,   0.070854 ,106.9709  ,-26.24747 ,        5.573977 ,         5.7164   , 5.316018
 684 ,67.15555 ,19.74052  , 20.81034 ,   0.03905  ,102.9064  ,-38.10136 ,        8.441752 ,         8.803556 , 7.904669
 685 ,64.01546 ,18.85908  , 20.81803 ,   0.018926 ,112.9909  ,-28.06928 ,       12.99346  ,        14.35353  ,11.84158
 686 ,66.52008 ,15.04129  , 20.83906 ,   0.027692 ,101.6063  ,-22.71326 ,       11.47046  ,        12.40291  ,10.49125
 687 ,64.83451 ,14.31635  , 20.85092 ,   0.016786 ,107.936   ,-17.75778 ,       11.98053  ,        13.04724  ,10.95475
 688 ,62.32291 ,18.56468  , 20.85502 ,   0.043318 ,155.4855  ,-112.7475 ,       15.41739  ,        17.32266  ,14.1094
 689 ,66.05247 ,14.75816  , 20.8562  ,   0.2033   ,110.2263  ,-12.40188 ,        7.481717 ,         7.737176 , 6.9481020000000004
 690 ,66.7269  ,13.1381   , 20.85625 ,   0.016679 ,104.6549  ,-16.50047 ,       10.08551  ,        10.71459  , 9.334895
 691 ,60.91239 ,19.45584  , 20.85786 ,   0.077314 ,123.0942  ,-26.75827 ,       14.7919   ,        16.22345  ,13.36295
 692 ,62.32363 ,18.56519  , 20.86435 ,   0.056836 ,153.1868  ,-112.0778 ,       15.74376  ,        17.77873  ,14.40684
 693 ,68.42517 ,19.01388  , 20.87112 ,   0.021693 ,99.9642   ,-33.8408  ,       10.27157  ,        10.93848  , 9.488083
 694 ,67.01894 ,13.86785  , 20.87561 ,   0.021009 ,102.2688  ,-18.99107 ,        8.839648 ,         9.248186 , 8.25812
 695 ,66.45407 ,18.87963  , 20.8761  ,   0.097987 ,30.92219  ,-59.73524 ,       15.53727  ,        17.55248  ,14.10003
 696 ,65.62565 ,10.4346   , 20.88138 ,   0.015299 ,108.0143  ,-5.94003  ,       11.8271   ,        12.87631  ,10.8103
 697 ,63.89569 ,16.76229  , 20.88155 ,   0.021272 ,111.03    ,-23.49034 ,       13.9761   ,        15.51106  ,12.77134
 698 ,69.60786 ,15.88633  , 20.88378 ,   0.020045 ,-26.78716 ,-279.3075 ,       13.46985  ,        15.00306  ,12.26467
 699 ,65.38497 ,18.41744  , 20.88573 ,   0.023852 ,110.449   ,-31.91855 ,        6.701386 ,         6.913959 , 6.331614
 700 ,64.00367 ,22.41627  , 20.89178 ,   0.027442 ,287.6968  ,-114.819  ,       13.23431  ,        14.63687  ,12.06901
 701 ,62.65676 ,21.6025   , 20.89228 ,   0.059336 ,115.1924  ,-40.68302 ,       16.29227  ,        18.45209  ,14.93016
 702 ,69.61597 ,16.00291  , 20.893   ,   0.099394 ,98.7402   ,-25.3598  ,       17.02182  ,        19.45149  ,15.60815
 703 ,67.21224 ,16.28836  , 20.89813 ,   0.080781 ,109.9961  ,-20.79925 ,       14.80876  ,                  ,  
 704 ,64.35533 ,19.02978  , 20.89853 ,   0.022057 ,112.7095  ,-29.84147 ,       10.3481   ,        11.02816  , 9.557798
 705 ,73.19853 ,22.64707  , 20.90116 ,   0.241825 ,71.04558  ,-41.37852 ,       10.96071  ,        11.71469  ,10.11733
 706 ,60.02905 ,16.66745  , 20.90278 ,   0.031923 ,159.4083  ,-120.5393 ,       15.08322  ,        16.77187  ,13.83574
 707 ,66.34285 ,22.29367  , 20.91185 ,   0.157056 ,104.3545  ,-44.43582 ,        4.167236 ,         4.252398 , 4.031565
 708 ,67.29629 ,26.24651  , 20.9143  ,   0.0169   ,103.1186  ,-55.48239 ,       12.05585  ,        13.15425  ,11.0115
 709 ,72.97273 ,24.60988  , 20.9146  ,   0.049607 ,86.41878  ,-55.01855 ,       15.81727  ,        17.8522   ,14.48272
 710 ,67.12039 ,17.69579  , 20.91843 ,   0.403397 ,109.487   ,-44.22729 ,       11.36039  ,        12.49033  ,10.25514
 711 ,71.89763 ,14.88898  , 20.93206 ,   0.0184   ,87.22402  ,-24.30559 ,       10.92777  ,        11.73776  ,10.0474
 712 ,64.53629 ,13.33126  , 20.93439 ,   0.068104 ,111.158   ,-14.5461  ,       13.9497   ,        15.33067  ,12.44341
 713 ,66.52039 ,15.04079  , 20.93751 ,   0.059653 ,101.402   ,-25.71828 ,       14.78296  ,                  ,  
 714 ,60.91324 ,19.45486  , 20.95168 ,   0.019206 ,122.0553  ,-33.33798 ,        9.780697 ,        10.34323  , 9.074455
 715 ,64.53591 ,13.33109  , 20.95398 ,   0.068089 ,110.0629  ,-15.64248 ,       14.09612  ,                  ,  
 716 ,62.86574 ,15.99206  , 20.97585 ,   0.017986 ,117.5359  ,-19.69232 ,       13.77628  ,        15.372    ,12.54961
 717 ,63.79389 ,14.39837  , 20.97822 ,   0.017638 ,114.5806  ,-18.38846 ,       10.92982  ,        11.75051  ,10.04346
 718 ,67.96612 ,15.85147  , 21.00505 ,   0.052816 ,99.49563  ,-34.32999 ,        5.928877 ,         6.094176 , 5.628988
 719 ,57.60462 ,17.24641  , 21.01287 ,   0.015779 ,127.2783  ,-22.32068 ,        9.210812 ,         9.664482 , 8.584366
 720 ,69.54443 ,15.82138  , 21.01839 ,   0.025444 ,97.32744  ,-26.75932 ,       14.38878  ,        16.06402  ,13.14554
 721 ,67.0184  ,13.86805  , 21.02113 ,   0.076095 ,100.6036  ,-14.95332 ,       12.48794  ,                  ,  
 722 ,66.57757 ,21.47026  , 21.02209 ,   0.051816 ,103.5754  ,-37.79838 ,        7.239102 ,         7.498568 , 6.814614
 723 ,65.6844  ,15.05633  , 21.02636 ,   0.036326 ,100.3424  ,-29.28952 ,        8.366908 ,         7.626451 , 6.91022
 724 ,64.87463 ,21.75371  , 21.03146 ,   0.022781 ,109.5107  ,-38.92669 ,       12.8473   ,        14.22865  ,11.68568
 725 ,67.81866 ,15.00322  , 21.05319 ,   0.058027 ,101.1552  ,-20.25824 ,       16.09087  ,        18.27576  ,14.73248
 726 ,63.61408 ,12.43526  , 21.05566 ,   0.032478 ,114.7308  ,-13.09874 ,        7.884892 ,         8.199114 , 7.404073
