,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
0,250.42154604446696,36.46059479774776,0.06765037200698225,0.18885317,-4.362593737846947,-1.974159495655672,14.359328,13.631192,12.455983
1,250.4208209415768,36.45974663563148,0.07791574710432297,0.059505545,-3.0013325089920886,-2.266442995622813,13.140834,13.360564,12.213881
2,250.4234377083208,36.46076736520128,0.10530184826912252,0.066738665,-3.2050153699500665,-2.2411167954701363,14.208615,14.039993,13.086994
3,250.42470479622745,36.46134369954929,0.10761311049893865,0.04012652,-3.4822118168381095,-2.339075561563835,14.379278,14.220829,13.276964
4,250.4182164302145,36.45894898310319,0.17323719112185368,0.05379849,-2.7080587153853317,-2.1974958231973636,13.706083,13.225296,11.891946
5,250.41911666374293,36.46241121558169,0.2510008079767967,0.4823895,-4.239515240368459,-2.3773575852060946,16.319878,,
6,250.41845586819207,36.4621895857318,0.16430912833925798,0.5887042,2.4592058231287552,-0.29262134008611185,16.658087,,
7,250.41772811853554,36.45872489095273,0.20331503249706467,0.04108284,-2.9535501265445685,-3.528993555578204,11.748719,12.374492,10.837765
8,250.42132658513074,36.456344168102305,0.09031040977170662,0.013060662,-3.1954153652326993,-2.788532240021273,12.271118,12.720703,11.411966
9,250.4191103819763,36.45699441492227,0.18628956628821813,0.07716042,-3.247314114844923,-3.4251992126536197,14.649091,14.61304,13.636806
10,250.4188966283665,36.46293027889202,0.14054035646357685,0.020291675,-3.1970779825536244,-2.3563832743763276,13.006864,13.401968,12.2183075
11,250.42625270387964,36.457878958238844,0.19374375585488599,0.042498715,-3.103630732073464,-2.8180826237537016,14.43086,14.554488,13.53732
12,250.42606519767753,36.462520940832064,0.18321779738828456,0.06571133,-2.6641576812185948,-2.1409816146678518,13.786696,13.840341,12.768732
13,250.42271584396642,36.46429045597,0.13198133339652565,0.012521856,-3.2496959956961917,-2.6083771537905216,12.32523,12.838759,11.491734
14,250.42717045008243,36.45847823906403,0.06290130633248561,0.017698845,-2.881622825739826,-2.591652537902796,12.907903,13.314094,12.082461
15,250.41651630527429,36.459140970089045,0.16947783378969206,0.02229657,-3.2415261280090237,-2.6583730207119225,13.450929,13.616662,12.616509
16,250.42113451615742,36.46444886526587,0.09369055425637844,0.12967618,-2.399813374475867,-3.4385789938730174,15.995024,14.988559,14.161607
17,250.4212662699719,36.45528189561985,0.2118774243185172,0.38747704,-6.075053049519718,0.2245790310218696,16.513887,15.231259,14.45845
18,250.41677048187444,36.45743068774041,0.07347576272307292,0.05189839,-2.7603019355385525,-1.451479952804561,14.528272,14.195844,13.186033
19,250.42697116488503,36.4629715609924,0.21807075249275332,0.11355598,-3.8258809667082305,-4.219594414265725,15.2944,14.421973,13.506372
20,250.42310904466117,36.46492053768532,0.1770048811446175,0.13183378,-2.3552187830161433,-4.038110482048116,14.608627,14.457076,13.487951
21,250.42378309619616,36.455185667490426,0.07816812906511578,0.02416751,-2.782801188225182,-2.848372878969189,12.428203,12.843149,11.567369
22,250.427880347824,36.457719677182645,0.23844056115592846,0.28687322,-2.373884137761675,-2.766715420059367,16.472857,15.151391,14.368607
23,250.42114169416482,36.46521781832057,0.1526448216782409,0.01574025,-2.975701132597525,-2.701450256205929,12.375143,12.852253,11.581061
24,250.41597668631547,36.45778538003739,0.13864532098182186,0.017151756,-3.0175971597250926,-2.7710561818035426,13.533611,13.776935,12.650687
25,250.42692132181958,36.45620606855251,0.15528476454432064,0.041656643,-3.2556165778435253,-2.406485790297856,14.189003,14.200816,13.240045
26,250.4265093391001,36.46411258526719,0.17231364742492827,0.016519425,-2.4642939662573697,-2.396998539936052,12.6772375,12.922525,11.680268
27,250.41770388210963,36.46433989260782,0.09874126970761062,0.0885273,-3.026300860374375,-2.1932578022546156,14.3133545,14.261417,13.274069
28,250.42529609403468,36.45511349374533,0.28943050702222184,0.21275538,-3.917842312420499,-2.6298314816807222,15.887466,,
