,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
0,205.54839308234497,28.377295029276354,0.04478083785515864,0.03259338,0.21982347760367443,-2.907484801752097,12.83942,13.1201315,11.817907
1,205.54781695354052,28.377896309510653,0.22084959309704888,0.030196507,-0.20636299419095488,-2.6676309884915925,12.954942,13.239012,11.967872
2,205.54946487751508,28.377082334290673,0.1447891021650345,0.87131006,0.28321031323068735,-1.9978362657379773,15.837134,14.516323,13.723054
3,205.54702356752634,28.375735912874845,0.17337211699497748,0.17201053,-0.8470020026472196,-1.7907635674772584,14.691537,14.083051,13.358514
4,205.54712911280012,28.375065161133126,0.19470733877174348,0.3836692,-1.3230556359515127,-4.724356462205726,15.789893,,
5,205.54799417433196,28.37485884912715,0.14018800657577118,0.06396228,0.32047699525912926,-2.844544169987132,14.454899,14.2410755,13.245918
6,205.5452681215252,28.3761026081925,0.04462519219416997,0.05118393,0.08819842400416061,-2.635716552160079,13.164696,13.18778,12.071682
7,205.54634203043224,28.379151059252155,0.1564056537018587,0.30424005,1.7781179580708262,-2.6425012911432355,16.689466,,
8,205.55058483571202,28.375664857824443,0.21256356140997393,0.120870255,0.8292726509261809,-1.9302565010138257,15.455173,14.29039,13.658686
9,205.54653491042177,28.374571894970533,0.21104245411856298,0.067731865,-0.046598502254121155,-2.548759009582257,13.980225,13.90176,12.941355
10,205.55189622877418,28.377669099058604,0.06978129133554253,0.1482418,-1.6309485873974319,-3.190500471076553,15.681496,14.896996,14.3043165
11,205.55195199480366,28.378575674768836,0.042387087199263464,0.033934157,-0.014872315446374795,-2.781572137488234,13.295194,13.578268,12.363309
12,205.54728288667314,28.380806031988904,0.0857321098860265,0.27685884,-0.49911431671052475,-2.8882493043458144,16.581947,,
13,205.54882897284023,28.380796599455138,0.037571199501705156,0.031983178,0.1254371189564173,-2.3537301222725806,12.423098,12.806803,11.359553
14,205.55263864459053,28.377938533267606,0.24974453664730217,0.24750215,1.2098839066131863,-2.446558813525085,15.231141,14.650309,13.809755
15,205.55185847417152,28.374492872590476,0.15477421479789233,0.23823418,-2.657045939649212,-0.761546627041233,14.773966,14.349318,13.381182
16,205.54464017265147,28.380020613410085,0.17891436960957302,0.419986,0.5842115397007788,-2.098083931985925,16.70428,,
17,205.54470168440136,28.380287504353277,0.2487964041419004,0.39243713,2.6173475637593437,-3.0140851537386917,17.342865,,
18,205.5435466421379,28.37472315360678,0.020020039302789533,0.06752719,-0.2608647258080651,-2.295104297961333,14.177721,13.926299,12.851942
19,205.55257658652826,28.379338351681525,0.07729575442811222,0.033701926,-0.4576425090967358,-2.597585151979877,12.698671,13.140916,11.765445
20,205.55050720011815,28.38131775453219,0.1328105115431462,0.24181633,0.1672869684392222,-4.113822934665338,16.102629,15.053507,14.443847
